foerderungsnehmer;sendername;gefoerdertes_objekt;foerderungsart;kategorie;zugesagte_foerderung;jahr;antragstermin
"Tirol TV GmbH";MundeTV;"Munde TV - Magazinsendung";"Inhalte- und Projektförderung TV";TV;"13000.00";2021;"1"
"Tirol TV GmbH";TirolTV;"Akademie Tirol-TV + Munde TV 2021 Bild und Ton Schwerpunkt";"Ausbildungsförderung TV";TV;"3120.00";2021;"1"
"Tirol TV GmbH";TirolTV;"Moderatorenausbildung - Tirol-TV Akademie";"Ausbildungsförderung TV";TV;"6300.00";2021;"1"
"Tirol TV GmbH";TirolTV;"Das Magazin - Tirol Today";"Inhalte- und Projektförderung TV";TV;"180000.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"47788.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";"Berichte aus der Region";"Inhalte- und Projektförderung HF";" HF";"5000.00";2021;"2"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";"Ausbildungsförderung Technik Schulung";"Ausbildungsförderung HF";HF;"3150.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";"Ausbildungsförderung Programmplanung -und konzeption";"Ausbildungsförderung HF";HF;"9450.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";Frühsendung;"Inhalte- und Projektförderung HF";HF;"30000.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";"Hinter den Kulissen mit Hubert Trenkwalder";"Inhalte- und Projektförderung HF";" HF";"1650.00";2021;"2"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";Mittagsmagazin;"Inhalte- und Projektförderung HF";HF;"15000.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";"Ausbildungsförderung Stimmcoaching und Airchecking";"Ausbildungsförderung HF";HF;"4250.00";2021;"1"
"U1 Tirol Medien GmbH";"Radio U1 Tirol";Weltnachrichten;"Inhalte- und Projektförderung HF";HF;"7999.00";2021;"1"
"Ursula Parzer-Hofer";"STV1 Bad Ischl regional TV";"STV1 Wochenprogramm 2021";"Inhalte- und Projektförderung TV";TV;"70000.00";2021;"1"
"Ursula Parzer-Hofer";"STV1 Bad Ischl regional TV";"Dahoam im Salzkammergut";"Inhalte- und Projektförderung TV";" TV";"1000.00";2021;"2"
"Verein Privatsenderpraxis";"Verein Privatsenderpraxis";"Ausbildungsförderung Privatsenderpraxis 2021";"Ausbildungsförderung AE";AE;"255000.00";2021;"1"
"Vulkan TV GmbH";"Vulkan TV";"Inhalte- und Projektförderung";"Inhalte- und Projektförderung TV";TV;"47000.00";2021;"1"
"Welle 1 Graz Der Rocksender GmbH";"Welle 1 Graz";"WELLE 1 MS Graz";"Inhalte- und Projektförderung HF";HF;"37000.00";2021;"1"
"Welle 1 Graz Der Rocksender GmbH";"Welle 1 Graz";"WELLE 1 DT Graz";"Inhalte- und Projektförderung HF";HF;"37000.00";2021;"1"
"Welle 1 Oberösterreich GmbH";"Welle 1 OÖ";"WELLE 1 MS OÖ Zentralraum";"Inhalte- und Projektförderung HF";HF;"20160.00";2021;"1"
"WH Media GmbH";"W24";Stadtgespräch;"Inhalte- und Projektförderung TV";TV;"50000.00";2021;"1"
"WH Media GmbH";"W24";"Wien dreht auf: Kultursommer";"Inhalte- und Projektförderung TV";" TV";"15000.00";2021;"2"
"WH Media GmbH";"W24";"24 Stunden Wien: W24 Nachrichten";"Inhalte- und Projektförderung TV";TV;"400000.00";2021;"1"
"WH Media GmbH";"W24";"Qualitative Untersuchung inkl. Reichweiten- & Nutzungsdaten";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"28177.00";2021;"1"
"WNTV GmbH";"WNTV-GmbH";"WNTV-Wochenmagazin";"Inhalte- und Projektförderung TV";TV;"80000.00";2021;"1"
"WT1 Privatfernsehen GmbH";"WT1";"WT1 Magazin 2021";"Inhalte- und Projektförderung TV";TV;"50000.00";2021;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Die große News-Show: News am Abend";"Inhalte- und Projektförderung TV";TV;"376601.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Bundespräsidenten-Wahl";"Inhalte- und Projektförderung TV";TV;"25826.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Oe24 LIVE am Vormittag";"Inhalte- und Projektförderung TV";TV;"142829.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Best of News";"Inhalte- und Projektförderung TV";TV;"53201.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Oe24 LIVE am Nachmittag";"Inhalte- und Projektförderung TV";TV;"175216.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Der Fakten-Check von Isabelle Daniel";"Inhalte- und Projektförderung TV";TV;"149049.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Heute  die Mittagsshow";"Inhalte- und Projektförderung TV";TV;"140000.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"News des Tages";"Inhalte- und Projektförderung TV";TV;"296674.00";2022;"1"
"A. Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";Tagesthemen;"Inhalte- und Projektförderung TV";TV;"247877.00";2022;"1"
"A.Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Special Report - das Thema des Tages";"Inhalte- und Projektförderung TV";TV;"82556.00";2022;"2"
"A.Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Die Insider";"Inhalte- und Projektförderung TV";TV;"70000.00";2022;"2"
"A.Digital Errichtungs- und Beteiligungs GmbH";"Oe24 TV";"Die Österreich-News";"Inhalte- und Projektförderung TV";TV;"54236.00";2022;"2"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";"Das perfekte Wochenende inkl. Sunrise";"Inhalte- und Projektförderung HF";HF;"23237.00";2022;"2"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";"Kärntens bestgelaunte Morgenshow";"Inhalte- und Projektförderung HF";HF;"90000.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";Drivetime;"Inhalte- und Projektförderung HF";HF;"30000.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";"Moderationsanalysen und On-Air-Training";"Ausbildungsförderung HF";HF;"6720.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";Sprechtraining;"Ausbildungsförderung HF";HF;"12600.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";@work;"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";"Nationale und internationale Nachrichten";"Inhalte- und Projektförderung HF";HF;"25750.00";2022;"1"
"Antenne Kärnten Regionalradio GmbH & Co KG";"Antenne Kärnten";"Modern Radio Development";"Ausbildungsförderung HF";HF;"7280.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - SalzburgShow";"Inhalte- und Projektförderung HF";HF;"12193.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Tirol";"Antenne Tirol - MorgenShow";"Inhalte- und Projektförderung HF";HF;"4400.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - MorgenShow";"Inhalte- und Projektförderung HF";HF;"90955.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - Aktuelle Berichterstattung";"Inhalte- und Projektförderung HF";HF;"75000.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Tirol";"Antenne Tirol - Berichterstattung";"Inhalte- und Projektförderung HF";HF;"4400.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - LiveShow";"Inhalte- und Projektförderung HF";HF;"10438.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - DAB+";"Inhalte- und Projektförderung HF";HF;"14672.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";"Antenne Salzburg - Sprechtraining";"Ausbildungsförderung HF";HF;"3920.00";2022;"1"
"Antenne Salzburg GmbH";"Antenne Salzburg";Verkaufsschulung;"Ausbildungsförderung HF";HF;"4200.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";Drivetime;"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";@work;"Inhalte- und Projektförderung HF";HF;"50000.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";"Nationale und internationale Nachrichten";"Inhalte- und Projektförderung HF";HF;"54000.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";Muntermacher;"Inhalte- und Projektförderung HF";HF;"100000.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";"Moderationsanalysen und On-Air-Training";"Ausbildungsförderung HF";HF;"6720.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";"Modern Radio Development";"Ausbildungsförderung HF";HF;"7280.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";"Optimierung Musikplanung FM und Webchannels";"Ausbildungsförderung HF";HF;"3640.00";2022;"1"
"Antenne Steiermark Regionalradio GmbH & Co KG";"Antenne Steiermark";"Das perfekte Wochenende inkl. Sunrise";"Inhalte- und Projektförderung HF";HF;"22204.00";2022;"2"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Menschen folgen Menschen";"Ausbildungsförderung HF";HF;"1750.00";2022;"2"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Moderatoren Aircheck";"Ausbildungsförderung HF";HF;"3850.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"ANTENNE VORARLBERG Frühstücksradio";"Inhalte- und Projektförderung HF";HF;"74825.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Radio macht Schule";"Inhalte- und Projektförderung HF";HF;"8490.00";2022;"2"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"ANTENNE VORARLBERG Von 3 bis Frei";"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"ANTENNE VORARLBERG am Wochenende";"Inhalte- und Projektförderung HF";HF;"10000.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"News Coaching";"Ausbildungsförderung HF";HF;"5880.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Unternehmensbegleitung und Potenzialmanagement";"Ausbildungsförderung HF";HF;"11403.00";2022;"2"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"ANTENNE VORARLBERG bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";Musikplanung;"Ausbildungsförderung HF";HF;"1750.00";2022;"2"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Nachrichten aus Österreich und der Welt";"Inhalte- und Projektförderung HF";HF;"21780.00";2022;"1"
"ANTENNE VORARLBERG GmbH";"ANTENNE VORARLBERG";"Laufende Programmanalyse";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"16500.00";2022;"1"
"ARBÖ, Auto-Motor- und Radfahrerbund Österreich";"ARBÖ Verkehrsradio";"ARBÖ Verkehrsradio Woche";"Inhalte- und Projektförderung HF";HF;"28000.00";2022;"1"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Kulturland Steiermark";"Inhalte- und Projektförderung TV";TV;"15675.00";2022;"2"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Sprach-Ausbildung";"Ausbildungsförderung TV";TV;"2240.00";2022;"1"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Sprach-Ausbildung";"Ausbildungsförderung TV";TV;"2562.00";2022;"2"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Das Magazin";"Inhalte- und Projektförderung TV";TV;"30000.00";2022;"1"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Ausbildung Produktion";"Ausbildungsförderung TV";TV;"1869.00";2022;"2"
"ATV Aichfeld Film- und Videoproduktion GmbH";"ATV Aichfeld";"Ausbildung Produktion";"Ausbildungsförderung TV";TV;"3360.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Im Fokus";"Inhalte- und Projektförderung TV";TV;"21454.00";2022;"2"
"ATV Privat TV GmbH & Co KG";ATV;Moderatorencoaching;"Ausbildungsförderung TV";TV;"4770.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;Sprechtraining;"Ausbildungsförderung TV";TV;"4189.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"Mein Recht - Staffel 8";"Inhalte- und Projektförderung TV";TV;"133657.00";2022;"2"
"ATV Privat TV GmbH & Co KG";ATV;"Broadcast ATV";"Ausbildungsförderung TV";TV;"7275.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Im Fokus";"Inhalte- und Projektförderung TV";TV;"18000.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"Brand Tracking ATV";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"21948.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell inkl. Wetter";"Inhalte- und Projektförderung TV";TV;"947000.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Sonderprojekte";"Inhalte- und Projektförderung TV";TV;"48104.00";2022;"2"
"ATV Privat TV GmbH & Co KG";ATV;"Aufsager- und Schaltentraining";"Ausbildungsförderung TV";TV;"2760.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Die Woche";"Inhalte- und Projektförderung TV";TV;"60000.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Die Woche";"Inhalte- und Projektförderung TV";TV;"59131.00";2022;"2"
"ATV Privat TV GmbH & Co KG";ATV;"Ungelöst - Cold Case Austria";"Inhalte- und Projektförderung TV";TV;"30000.00";2022;"1"
"ATV Privat TV GmbH & Co KG";ATV;"ATV Aktuell - Sonderprojekte";"Inhalte- und Projektförderung TV";TV;"34462.00";2022;"1"
"Bad Kleinkirchheimer Sat-Kabelfernsehen GmbH";"Kult1";"Bad Kleinkirchheimer SAT Kabelfernsehen";"Inhalte- und Projektförderung TV";TV;"31000.00";2022;"1"
"Benjamin Mühlbacher";donau_Kanal;donau_Kanal;"Inhalte- und Projektförderung TV";TV;"25000.00";2022;"1"
"Bezirks TV St.Veit Produktions- und Vertriebs.ges.m.b.H.";"BTV Kärnten";Informationssendung;"Inhalte- und Projektförderung TV";TV;"45000.00";2022;"1"
"Bezirks TV Vöcklabruck GmbH";"BTV Vöcklabruck";"Wochenprogramm TV1 Vöcklabruck";"Inhalte- und Projektförderung TV";TV;"50000.00";2022;"1"
"Bezirks TV Vöcklabruck GmbH";"BTV Vöcklabruck";"Wochenprogramm TV1 Zentralraum";"Inhalte- und Projektförderung TV";TV;"40000.00";2022;"1"
"Bezirks TV Vöcklabruck GmbH";"BTV Vöcklabruck";"Täglich aktuell TV1 2022";"Inhalte- und Projektförderung TV";TV;"250000.00";2022;"1"
"Canal+ Austria GmbH";"A1now TV";"Was geht?";"Inhalte- und Projektförderung TV";TV;"140000.00";2022;"1"
"Digital Invest GmbH";"oe24plus";"BUSINESS NEWS";"Inhalte- und Projektförderung TV";TV;"130844.00";2022;"1"
"Digital Invest GmbH";"oe24plus";"DER WIRTSCHAFTS-TAG";"Inhalte- und Projektförderung TV";TV;"63808.00";2022;"1"
"Digital Invest GmbH";"oe24plus";"Good Morning Austria";"Inhalte- und Projektförderung TV";TV;"138084.00";2022;"1"
"Digital Invest GmbH";"oe24plus";"DIE GROSSE BÖRSE-BILANZ";"Inhalte- und Projektförderung TV";TV;"56993.00";2022;"1"
"DOGSTONE ENTERTAINMENT GmbH";"RADIO ALPINA";"DOGSTONE RADIO ALPINA KOMPLETT 2022";"Inhalte- und Projektförderung HF";HF;"31500.00";2022;"1"
"DOGSTONE ENTERTAINMENT GmbH";"RADIO ALPINA";"DOGSTONE RADIO ALPINA AUSBILDUNG 2022";"Ausbildungsförderung HF";HF;"10000.00";2022;"1"
"Elektrizitätswerke Frastanz Gesellschaft m.b.H.";"Dreischwestern TV";"Dreischwestern-TV - Frastanz aktuell";"Inhalte- und Projektförderung TV";TV;"15000.00";2022;"1"
"Elisabeth Keplinger-Radler";"Mühlviertel.TV";"Mühlviertel.TV - Fernsehen aus der Region";"Inhalte- und Projektförderung TV";TV;"33000.00";2022;"1"
"Entspannungsfunk Gesellschaft mbH";"Radio LoungeFM OÖ";"Lokalnachrichten Oberösterreich";"Inhalte- und Projektförderung HF";HF;"15000.00";2022;"1"
"ERF Medien Österreich GmbH";"ERF Plus Österreich";"Nachrichten aus Österreich und der Welt - aus christlicher Perspektive & Wetter";"Inhalte- und Projektförderung HF";HF;"10619.00";2022;"1"
"ERF Medien Österreich GmbH";"NOW Radio";"Moderne zeitgemäße Gottesdienste aus Österreich";"Inhalte- und Projektförderung HF";HF;"2742.00";2022;"2"
"ERF Medien Österreich GmbH";"ERF Süd";"ERF Süd - Stimmen aus Österreich";"Inhalte- und Projektförderung HF";HF;"9788.00";2022;"2"
"ERF Medien Österreich GmbH";"NOW Radio";"Inspirierende Kurzbeiträge für NOW Radio";"Inhalte- und Projektförderung HF";HF;"3000.00";2022;"1"
"ERF Medien Österreich GmbH";"ERF Süd";"Qualitative Studien zur Verbesserung der Programminhalte";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"17550.00";2022;"2"
"F & R Radio GmbH";"RADINO - Mein Kinderradio";"RADINOs Wochenend- und Feiertagsmoderation";"Inhalte- und Projektförderung HF";HF;"9619.00";2022;"2"
"FHW Radio und Forschung GmbH";"Radio Radieschen";Hörfeld;"Inhalte- und Projektförderung HF";HF;"3485.00";2022;"2"
"FHW Radio und Forschung GmbH";"Radio Radieschen";Wissenschaftsradio;"Inhalte- und Projektförderung HF";HF;"8508.00";2022;"1"
"FHW Radio und Forschung GmbH";"Radio Radieschen";"#Vienna";"Inhalte- und Projektförderung HF";HF;"3000.00";2022;"2"
"FHW Radio und Forschung GmbH";"Radio Radieschen";Kulturcollage;"Inhalte- und Projektförderung HF";HF;"3785.00";2022;"2"
"FHW Radio und Forschung GmbH";"Radio Radieschen";"Campus Leben";"Inhalte- und Projektförderung HF";HF;"8498.00";2022;"1"
"FHW Radio und Forschung GmbH";"Radio Radieschen";Tonwerkstatt;"Inhalte- und Projektförderung HF";HF;"3785.00";2022;"2"
"FHW Radio und Forschung GmbH";"Radio Radieschen";"Alles Inklusive";"Inhalte- und Projektförderung HF";HF;"3168.00";2022;"1"
"FHW Radio und Forschung GmbH";"Radio Radieschen";"Frisch gemischt";"Inhalte- und Projektförderung HF";HF;"1516.00";2022;"2"
"Forum Journalismus TV/Radio";"Forum Journalismus TV/Radio";"Zertifikatslehrgang Digitaljournalismus TV/Radio 2022";"Ausbildungsförderung AE";AE;"53917.00";2022;"1"
"Forum Journalismus TV/Radio";"Forum Journalismus TV/Radio";"Masterclass Journalistische Innovation TV/Radio 2022";"Ausbildungsförderung AE";AE;"55689.00";2022;"2"
"Gerhard Scott";"Ennstal TV";"Präsentations- und Moderationstechnik für den Berufsalltag";"Ausbildungsförderung TV";TV;"1281.00";2022;"1"
"Gerhard Scott";"Ennstal TV";"Ennstal TV Wochenmagazin";"Inhalte- und Projektförderung TV";TV;"60000.00";2022;"1"
"Gerhard Scott";"Ennstal TV";"Atmung  Stimme  Sprache  Präsentation";"Ausbildungsförderung TV";TV;"1155.00";2022;"1"
"HT1 Medien GmbH";"HT1 Innviertel";"HT1 - Innviertel";"Inhalte- und Projektförderung TV";TV;"30000.00";2022;"1"
"HT1 Medien GmbH";"HT1 Hausruck";"HT1 - Hausruckviertel";"Inhalte- und Projektförderung TV";TV;"35000.00";2022;"1"
"kanal3 Regionalfernseh GmbH";"kanal3";Verkaufstraining;"Ausbildungsförderung TV";TV;"1400.00";2022;"1"
"kanal3 Regionalfernseh GmbH";"kanal3";"kanal3 steiermark";"Inhalte- und Projektförderung TV";TV;"135000.00";2022;"1"
"kanal3 Regionalfernseh GmbH";"kanal3";"Treffpunkt Murtal";"Inhalte- und Projektförderung TV";TV;"25000.00";2022;"1"
"kanal3 Regionalfernseh GmbH";"kanal3";Moderationstraining;"Ausbildungsförderung TV";TV;"1260.00";2022;"1"
"Kapfer Multimedia GmbH";"TV Regional";"TVRegional 2022";"Inhalte- und Projektförderung TV";TV;"26280.00";2022;"1"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Schulung - AirCheck";"Ausbildungsförderung HF";HF;"6211.00";2022;"1"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Spezialsendung Religion";"Inhalte- und Projektförderung HF";HF;"91000.00";2022;"1"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Continent - Das Medienmagazin";"Inhalte- und Projektförderung HF";HF;"7203.00";2022;"2"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Ausbildungsförderung 2HJ 2022";"Ausbildungsförderung HF";HF;"2240.00";2022;"2"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Schulung - MusicMasterServices";"Ausbildungsförderung HF";HF;"1750.00";2022;"1"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Spezialsendung Morning Show - Allegro Magazin mit Beiträgen";"Inhalte- und Projektförderung HF";HF;"82540.00";2022;"1"
"Kirchliche Stiftung Radio Stephansdom";"radio klassik Stephansdom";"Orgelcity Vienna - Immaterielles Kulturerbe";"Inhalte- und Projektförderung HF";HF;"10709.00";2022;"2"
"Krone Multimedia GesmbH & Co KG";"krone.tv";NEWS;"Inhalte- und Projektförderung TV";TV;"1010390.00";2022;"1"
"Krone Multimedia GesmbH & Co KG";"krone.tv";"Das freie Wort";"Inhalte- und Projektförderung TV";TV;"140063.00";2022;"1"
"Krone Multimedia GesmbH & Co KG";"krone.tv";"Bundespräsidenten-Wahl";"Inhalte- und Projektförderung TV";TV;"60856.00";2022;"2"
"Krone Multimedia GesmbH & Co KG";"krone.tv";"Club 3";"Inhalte- und Projektförderung TV";TV;"211708.00";2022;"1"
"Krone Multimedia GesmbH & Co KG";"krone.tv";"Katia Wagner (vls ""Brennpunkt"")";"Inhalte- und Projektförderung TV";TV;"108111.00";2022;"1"
"Krone Multimedia GesmbH & Co KG";"krone.tv";"Wirtschaft & Börse";"Inhalte- und Projektförderung TV";TV;"45384.00";2022;"2"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"Training Strategie - The Sound Barn - Nik Goodman";"Ausbildungsförderung HF";HF;"9600.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"Ich frag für einen Freund";"Inhalte- und Projektförderung HF";HF;"2807.00";2022;"2"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"Der kronehit Fake Check";"Inhalte- und Projektförderung HF";HF;"29089.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"Training Moderation - Alexander Kurzwernhart";"Ausbildungsförderung HF";HF;"4680.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"Der kronehit Mach Mich Munter Morgen";"Inhalte- und Projektförderung HF";HF;"127000.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"kronehit NEWSFEED";"Inhalte- und Projektförderung HF";HF;"99630.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"kronehit am abend 18-22 Uhr";"Inhalte- und Projektförderung HF";HF;"41000.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"kronehit drivetime 14-18 Uhr";"Inhalte- und Projektförderung HF";HF;"20924.00";2022;"2"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"kronehit at work 9-14 Uhr";"Inhalte- und Projektförderung HF";HF;"60556.00";2022;"1"
"KRONEHIT Radio BetriebsgmbH.";kronehit;"AMT 2022";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"31150.00";2022;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Wochensendung 2022";"Inhalte- und Projektförderung TV";TV;"85250.00";2022;"1"
"KT1 Privatfernsehen GmbH";"KT1";"KT1 Infoservice 2022";"Inhalte- und Projektförderung TV";TV;"18380.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten Präsenz Workshop";"Ausbildungsförderung HF";HF;"1260.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Life Radio regionale und nationale Nachrichten";"Inhalte- und Projektförderung HF";HF;"80000.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Der Nachmittag";"Inhalte- und Projektförderung HF";HF;"60525.00";2022;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Positionierungs- und Imagestudie";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"28000.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Perfekt Geweckt - Life Radio Morgenshow";"Inhalte- und Projektförderung HF";HF;"149988.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Digital Transformation Manager";"Ausbildungsförderung HF";HF;"2292.00";2022;"2"
"Life Radio GmbH & Co. KG";"Life Radio";"Nachrichten air check Schulungen";"Ausbildungsförderung HF";HF;"2100.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Moderatoren Training";"Ausbildungsförderung HF";HF;"8652.00";2022;"1"
"Life Radio GmbH & Co. KG";"Life Radio";"Der perfekte Samstag";"Inhalte- und Projektförderung HF";HF;"30000.00";2022;"1"
"Livetunes Network GmbH";"LoungeFM Österreich";"Ströbitzer Consulting";"Ausbildungsförderung HF";HF;"6426.00";2022;"2"
"Livetunes Network GmbH";"LoungeFM Österreich";Weltnachrichten;"Inhalte- und Projektförderung HF";HF;"15000.00";2022;"1"
"Livetunes Network GmbH";"LoungeFM Österreich";"LoungeFM Morgensendung";"Inhalte- und Projektförderung HF";HF;"3696.00";2022;"2"
"Livetunes Network GmbH";"LoungeFM Österreich";"Workshop-Module Re-Design Musikcontent";"Ausbildungsförderung HF";HF;"7490.00";2022;"1"
"Livetunes Network GmbH";"LoungeFM Österreich";"Zielgruppenausrichtung von Moderations- und Redaktionsinhalten On-air und Online";"Ausbildungsförderung HF";HF;"7280.00";2022;"1"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"OÖ Aktuell - Die Nachrichten";"Inhalte- und Projektförderung TV";TV;"182425.00";2022;"1"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"Qualitäts- und Reichweitenmessung 2022";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"7575.00";2022;"1"
